Datetime,PJME_MW,total_kw,base_kw,hvac_kw,comp_kw,is_spike_event,temp_celsius,humidity_pct,solar_ghi,tod_rate_inr,is_peak_hour_flag,demand_charge_rate_inr
2017-01-01 11:15:00,26539.711702694978,464.42,92.88,208.99,162.55,0,2.7,68.0,0.0,8.0,0,500.0
2017-01-01 11:30:00,26515.560920933087,463.55,92.71,208.6,162.24,0,2.7,69.0,0.0,8.0,0,500.0
2017-01-01 11:45:00,26487.37967870466,462.54,92.51,208.14,161.89,0,2.6,70.0,0.0,8.0,0,500.0
2017-01-01 12:00:00,26448.0,461.11,92.22,207.5,161.39,0,2.6,71.0,0.0,8.0,0,500.0
2017-01-01 12:15:00,26392.23613693091,459.1,91.82,206.6,160.68,0,2.8,71.0,3.0,8.0,0,500.0
2017-01-01 12:30:00,26322.831254095097,456.6,91.32,205.47,159.81,0,2.9,71.0,6.0,8.0,0,500.0
2017-01-01 12:45:00,26244.51074421173,453.76,90.75,204.19,158.82,0,3.1,71.0,9.0,8.0,0,500.0
2017-01-01 13:00:00,26162.0,450.78,90.16,202.85,157.77,0,3.2,71.0,12.0,8.0,0,500.0
2017-01-01 13:15:00,26079.953124581374,447.82,89.56,201.52,156.74,0,3.7,70.0,39.5,8.0,0,500.0
2017-01-01 13:30:00,26002.739062686527,445.03,89.01,200.26,155.76,0,4.2,69.0,67.0,8.0,0,500.0
2017-01-01 13:45:00,25934.65546944841,442.57,88.51,199.16,154.9,0,4.6,68.0,94.5,8.0,0,500.0
2017-01-01 14:00:00,25880.0,440.6,88.12,198.27,154.21,0,5.1,67.0,122.0,8.0,0,500.0
2017-01-01 14:15:00,25842.51386474358,439.25,87.85,197.66,153.74,0,5.5,65.8,152.0,8.0,0,500.0
2017-01-01 14:30:00,25823.712495158794,438.57,87.71,197.36,153.5,0,5.9,64.5,182.0,8.0,0,500.0
2017-01-01 14:45:00,25824.554877994615,438.6,87.72,197.37,153.51,0,6.3,63.2,212.0,8.0,0,500.0
2017-01-01 15:00:00,25846.0,439.37,87.87,197.72,153.78,0,6.7,62.0,242.0,8.0,0,500.0
2017-01-01 15:15:00,25890.46016644429,440.98,88.2,198.44,154.34,0,6.8,59.8,271.0,8.0,0,500.0
2017-01-01 15:30:00,25966.16095667828,443.71,88.74,199.67,155.3,0,7.0,57.5,300.0,8.0,0,500.0
2017-01-01 15:45:00,26082.781268573133,447.91,89.58,201.56,156.77,0,7.1,55.2,329.0,8.0,0,500.0
2017-01-01 16:00:00,26250.0,453.96,90.79,204.28,158.89,0,7.2,53.0,358.0,8.0,0,500.0
2017-01-01 16:15:00,26481.17671947926,462.31,92.46,208.04,161.81,0,7.3,51.8,370.2,8.0,0,500.0
2017-01-01 16:30:00,26804.393678128083,473.98,94.8,213.29,165.89,0,7.4,50.5,382.5,8.0,0,500.0
2017-01-01 16:45:00,27251.41379771287,490.11,98.02,220.55,171.54,0,7.4,49.2,394.8,8.0,0,500.0
2017-01-01 17:00:00,27854.0,511.89,102.38,230.35,179.16,0,7.5,48.0,407.0,8.0,0,500.0
2017-01-01 17:15:00,28619.114205638693,539.51,107.9,242.78,188.83,0,7.6,46.8,417.0,8.0,0,500.0
2017-01-01 17:30:00,29454.514330809398,569.69,113.94,256.36,199.39,0,7.6,45.5,427.0,8.0,0,500.0
2017-01-01 17:45:00,30243.157290575407,598.16,119.63,269.17,209.36,0,7.7,44.2,437.0,8.0,0,500.0
2017-01-01 18:00:00,30868.0,620.71,124.14,279.32,217.25,0,7.8,43.0,447.0,10.5,1,500.0
2017-01-01 18:15:00,31244.085207965996,634.3,126.86,285.44,222.0,0,7.8,42.5,435.0,10.5,1,500.0
2017-01-01 18:30:00,31414.798998634342,640.46,128.09,288.21,224.16,0,7.8,42.0,423.0,10.5,1,500.0
2017-01-01 18:45:00,31455.613289985515,641.94,128.39,288.87,224.68,0,7.7,41.5,411.0,10.5,1,500.0
2017-01-01 19:00:00,31442.0,641.45,128.29,288.65,224.51,0,7.7,41.0,399.0,10.5,1,500.0
2017-01-01 19:15:00,31435.29496249734,641.2,128.24,288.54,224.42,0,7.6,41.2,373.2,10.5,1,500.0
2017-01-01 19:30:00,31440.28967465326,641.38,128.28,288.62,224.48,0,7.6,41.5,347.5,10.5,1,500.0
2017-01-01 19:45:00,31447.639549482556,641.65,128.33,288.74,224.58,0,7.5,41.8,321.8,10.5,1,500.0
2017-01-01 20:00:00,31448.0,641.66,128.33,288.75,224.58,0,7.4,42.0,296.0,10.5,1,500.0
2017-01-01 20:15:00,31432.85994204467,641.11,128.22,288.5,224.39,0,7.0,44.5,261.0,10.5,1,500.0
2017-01-01 20:30:00,31397.04230275265,639.82,127.96,287.92,223.94,0,6.7,47.0,226.0,10.5,1,500.0
2017-01-01 20:45:00,31336.2035120843,637.63,127.53,286.93,223.17,0,6.4,49.5,191.0,10.5,1,500.0
2017-01-01 21:00:00,31246.0,634.37,126.87,285.47,222.03,0,6.0,52.0,156.0,10.5,1,500.0
2017-01-01 21:15:00,31122.421519324005,629.91,125.98,283.46,220.47,0,5.5,53.5,123.5,10.5,1,500.0
2017-01-01 21:30:00,30962.791114336174,624.14,124.83,280.86,218.45,0,5.0,55.0,91.0,10.5,1,500.0
2017-01-01 21:45:00,30764.765152180255,617.0,123.4,277.65,215.95,0,4.5,56.5,58.5,10.5,1,500.0
2017-01-01 22:00:00,30526.0,608.37,121.67,273.77,212.93,0,4.0,58.0,26.0,6.5,0,500.0
2017-01-01 22:15:00,30245.594605659313,598.24,119.65,269.21,209.38,0,3.5,61.0,19.5,6.5,0,500.0
2017-01-01 22:30:00,29928.418239902665,586.8,117.36,264.06,205.38,0,3.0,64.0,13.0,6.5,0,500.0
2017-01-01 22:45:00,29580.782754194686,574.24,114.85,258.41,200.98,0,2.5,67.0,6.5,6.5,0,500.0
2017-01-01 23:00:00,29209.0,560.8,112.16,252.36,196.28,0,2.0,70.0,0.0,6.5,0,500.0
2017-01-01 23:15:00,28819.543808038758,546.75,109.35,246.04,191.36,0,2.5,67.2,0.0,6.5,0,500.0
2017-01-01 23:30:00,28419.535926053173,532.3,106.46,239.54,186.3,0,3.0,64.5,0.0,6.5,0,500.0
2017-01-01 23:45:00,28016.260081041008,517.74,103.55,232.98,181.21,0,3.5,61.8,0.0,6.5,0,500.0
2017-01-02 00:00:00,27617.0,503.31,100.66,226.49,176.16,0,4.0,59.0,0.0,6.5,0,500.0
2017-01-02 00:15:00,27229.198912185675,489.31,97.86,220.19,171.26,0,3.8,60.0,0.0,6.5,0,500.0
2017-01-02 00:30:00,26860.938055884642,476.02,95.2,214.21,166.61,0,3.5,61.0,0.0,6.5,0,500.0
2017-01-02 00:45:00,26520.45817164129,463.74,92.75,208.68,162.31,0,3.2,62.0,0.0,6.5,0,500.0
2017-01-02 01:00:00,26216.0,452.74,90.55,203.73,158.46,0,3.0,63.0,0.0,6.5,0,500.0
2017-01-02 01:15:00,25953.582418218546,443.26,88.65,199.47,155.14,0,2.6,65.2,0.0,6.5,0,500.0
2017-01-02 01:30:00,25730.336850408254,435.2,87.04,195.84,152.32,0,2.1,67.5,0.0,6.5,0,500.0
2017-01-02 01:45:00,25541.172857393834,428.37,85.67,192.77,149.93,0,1.6,69.8,0.0,6.5,0,500.0
2017-01-02 02:00:00,25381.0,422.58,84.52,190.16,147.9,0,1.2,72.0,0.0,6.5,0,500.0
2017-01-02 02:15:00,25245.25266494014,417.69,83.54,187.96,146.19,0,1.0,73.0,0.0,6.5,0,500.0
2017-01-02 02:30:00,25131.46454248235,413.57,82.71,186.11,144.75,0,0.7,74.0,0.0,6.5,0,500.0
2017-01-02 02:45:00,25037.69414878338,410.2,82.04,184.59,143.57,0,0.4,75.0,0.0,6.5,0,500.0
2017-01-02 03:00:00,24962.0,407.45,81.49,183.35,142.61,0,0.2,76.0,0.0,6.5,0,500.0
2017-01-02 03:15:00,24903.563172020888,405.34,81.07,182.4,141.87,0,0.4,73.8,0.0,6.5,0,500.0
2017-01-02 03:30:00,24866.054979662364,404.0,80.8,181.8,141.4,0,0.7,71.5,0.0,6.5,0,500.0
2017-01-02 03:45:00,24854.269297472656,403.56,80.71,181.6,141.25,0,1.0,69.2,0.0,6.5,0,500.0
2017-01-02 04:00:00,24873.0,404.24,80.85,181.91,141.48,0,1.2,67.0,0.0,6.5,0,500.0
2017-01-02 04:15:00,24926.479021976313,406.17,81.23,182.78,142.16,0,1.2,66.5,0.0,6.5,0,500.0
2017-01-02 04:30:00,25016.69053886821,409.43,81.89,184.24,143.3,0,1.2,66.0,0.0,6.5,0,500.0
2017-01-02 04:45:00,25145.056786326008,414.06,82.81,186.33,144.92,0,1.2,65.5,0.0,6.5,0,500.0
2017-01-02 05:00:00,25313.0,420.14,84.03,189.06,147.05,0,1.2,65.0,0.0,6.5,0,500.0
2017-01-02 05:15:00,25521.08324007388,427.64,85.53,192.44,149.67,0,1.1,65.5,0.0,6.5,0,500.0
2017-01-02 05:30:00,25766.432864864808,436.49,87.3,196.42,152.77,0,1.0,66.0,0.0,6.5,0,500.0
2017-01-02 05:45:00,26045.316057223336,446.57,89.31,200.96,156.3,0,1.0,66.5,0.0,6.5,0,500.0
2017-01-02 06:00:00,26354.0,777.71,91.54,385.97,300.2,1,0.9,67.0,0.0,8.0,0,500.0
2017-01-02 06:15:00,26686.984892728182,469.74,93.95,211.38,164.41,0,1.0,66.5,0.0,8.0,0,500.0
2017-01-02 06:30:00,27031.703001672562,482.2,96.44,216.99,168.77,0,1.0,66.0,0.0,8.0,0,500.0
2017-01-02 06:45:00,27373.819609780665,494.54,98.91,222.54,173.09,0,1.0,65.5,0.0,8.0,0,500.0
2017-01-02 07:00:00,27699.0,506.29,101.26,227.83,177.2,0,1.1,65.0,0.0,8.0,0,500.0
2017-01-02 07:15:00,27996.070939013396,517.0,103.4,232.65,180.95,0,1.2,64.2,0.0,8.0,0,500.0
2017-01-02 07:30:00,28266.505128444936,526.78,105.36,237.05,184.37,0,1.3,63.5,0.0,8.0,0,500.0
2017-01-02 07:45:00,28514.936753654012,535.75,107.15,241.09,187.51,0,1.4,62.8,0.0,8.0,0,500.0
2017-01-02 08:00:00,28746.0,544.09,108.82,244.84,190.43,0,1.5,62.0,0.0,8.0,0,500.0
2017-01-02 08:15:00,28965.77822621822,552.03,110.41,248.41,193.21,0,1.7,61.5,0.0,8.0,0,500.0
2017-01-02 08:30:00,29186.151484547667,560.0,112.0,252.0,196.0,0,1.8,61.0,0.0,8.0,0,500.0
2017-01-02 08:45:00,29420.449000603287,568.45,113.69,255.8,198.96,0,2.0,60.5,0.0,8.0,0,500.0
2017-01-02 09:00:00,29682.0,577.89,115.58,260.05,202.26,0,2.2,60.0,0.0,8.0,0,500.0
2017-01-02 09:15:00,29978.847406113728,588.6,117.72,264.87,206.01,0,2.4,60.8,0.0,8.0,0,500.0
2017-01-02 09:30:00,30297.888933364375,600.14,120.03,270.06,210.05,0,2.7,61.5,0.0,8.0,0,500.0
2017-01-02 09:45:00,30620.73599393283,611.8,122.36,275.31,214.13,0,3.0,62.2,0.0,8.0,0,500.0
2017-01-02 10:00:00,30929.0,622.91,124.58,280.31,218.02,0,3.2,63.0,0.0,8.0,0,500.0
2017-01-02 10:15:00,31207.87902432688,633.0,126.6,284.85,221.55,0,3.2,64.2,0.0,8.0,0,500.0
2017-01-02 10:30:00,31456.917781994845,641.98,128.4,288.89,224.69,0,3.3,65.5,0.0,8.0,0,500.0
2017-01-02 10:45:00,31679.24764866539,650.0,130.0,292.5,227.5,0,3.4,66.8,0.0,8.0,0,500.0
2017-01-02 11:00:00,31878.0,657.2,131.44,295.74,230.02,0,3.4,68.0,0.0,8.0,0,500.0
2017-01-02 11:15:00,32055.027121578776,663.58,132.72,298.61,232.25,0,3.0,75.8,0.0,8.0,0,500.0
2017-01-02 11:30:00,32207.06493865626,669.06,133.81,301.08,234.17,0,2.6,83.5,0.0,8.0,0,500.0
2017-01-02 11:45:00,32329.57028640562,673.5,134.7,303.08,235.72,0,2.2,91.2,0.0,8.0,0,500.0
2017-01-02 12:00:00,32418.0,676.69,135.34,304.51,236.84,0,1.8,99.0,0.0,8.0,0,500.0
2017-01-02 12:15:00,32469.96561435803,678.57,135.71,305.36,237.5,0,1.9,99.2,0.2,8.0,0,500.0
2017-01-02 12:30:00,32491.697463380122,679.35,135.87,305.71,237.77,0,2.0,99.5,0.5,8.0,0,500.0
2017-01-02 12:45:00,32491.580580712154,679.35,135.87,305.71,237.77,0,2.1,99.8,0.8,8.0,0,500.0
2017-01-02 13:00:00,32478.0,678.86,135.77,305.49,237.6,0,2.2,100.0,1.0,8.0,0,500.0
2017-01-02 13:15:00,32458.063545989124,678.14,135.63,305.16,237.35,0,2.4,98.8,3.8,8.0,0,500.0
2017-01-02 13:30:00,32433.770207823272,677.26,135.45,304.77,237.04,0,2.6,97.5,6.5,8.0,0,500.0
2017-01-02 13:45:00,32405.84176574579,676.25,135.25,304.31,236.69,0,2.7,96.2,9.2,8.0,0,500.0
2017-01-02 14:00:00,32375.0,885.14,135.03,423.81,326.3,1,2.9,95.0,12.0,8.0,0,500.0
2017-01-02 14:15:00,32342.233326685495,673.95,134.79,303.28,235.88,0,3.1,94.5,19.5,8.0,0,500.0
2017-01-02 14:30:00,32309.596705326803,672.77,134.55,302.75,235.47,0,3.2,94.0,27.0,8.0,0,500.0
2017-01-02 14:45:00,32279.411731304714,671.69,134.34,302.26,235.09,0,3.4,93.5,34.5,8.0,0,500.0
2017-01-02 15:00:00,32254.0,670.77,134.15,301.85,234.77,0,3.6,93.0,42.0,8.0,0,500.0
2017-01-02 15:15:00,32238.51877226891,670.2,134.04,301.59,234.57,0,3.6,94.8,42.5,8.0,0,500.0
2017-01-02 15:30:00,32249.467970869522,670.6,134.12,301.77,234.71,0,3.6,96.5,43.0,8.0,0,500.0
2017-01-02 15:45:00,32306.183184035373,672.65,134.53,302.69,235.43,0,3.7,98.2,43.5,8.0,0,500.0
2017-01-02 16:00:00,32428.0,677.05,135.41,304.67,236.97,0,3.7,100.0,44.0,8.0,0,500.0
2017-01-02 16:15:00,32630.957209238877,684.38,136.88,307.97,239.53,0,3.8,100.0,41.2,8.0,0,500.0
2017-01-02 16:30:00,32917.90641119513,694.74,138.95,312.63,243.16,0,3.8,100.0,38.5,8.0,0,500.0
2017-01-02 16:45:00,33288.40240755382,708.11,141.62,318.65,247.84,0,3.8,100.0,35.8,8.0,0,500.0
2017-01-02 17:00:00,33742.0,724.51,144.9,326.03,253.58,0,3.9,100.0,33.0,8.0,0,500.0
2017-01-02 17:15:00,34265.1211407756,743.4,148.68,334.53,260.19,0,3.9,100.0,31.8,8.0,0,500.0
2017-01-02 17:30:00,34791.65638434999,762.4,152.48,343.08,266.84,0,4.0,100.0,30.5,8.0,0,500.0
2017-01-02 17:45:00,35242.36343574937,778.69,155.74,350.41,272.54,0,4.0,100.0,29.2,8.0,0,500.0
2017-01-02 18:00:00,35538.0,789.35,157.87,355.21,276.27,0,4.0,100.0,28.0,10.5,1,500.0
2017-01-02 18:15:00,35624.21447765874,792.46,158.49,356.61,277.36,0,4.1,100.0,28.5,10.5,1,500.0
2017-01-02 18:30:00,35546.218051404954,789.65,157.93,355.34,276.38,0,4.2,100.0,29.0,10.5,1,500.0
2017-01-02 18:45:00,35374.1125994487,783.43,156.69,352.54,274.2,0,4.2,100.0,29.5,10.5,1,500.0
2017-01-02 19:00:00,35178.0,776.35,155.27,349.36,271.72,0,4.3,100.0,30.0,10.5,1,500.0
2017-01-02 19:15:00,35013.05219858949,770.4,154.08,346.68,269.64,0,4.4,100.0,27.8,10.5,1,500.0
2017-01-02 19:30:00,34874.72141003021,765.4,153.08,344.43,267.89,0,4.4,100.0,25.5,10.5,1,500.0
2017-01-02 19:45:00,34743.52991645583,760.66,152.13,342.3,266.23,0,4.5,100.0,23.2,10.5,1,500.0
2017-01-02 20:00:00,34600.0,755.49,151.1,339.97,264.42,0,4.6,100.0,21.0,10.5,1,500.0
2017-01-02 20:15:00,34427.17047798334,749.24,149.85,337.16,262.23,0,4.6,100.0,18.0,10.5,1,500.0
2017-01-02 20:30:00,34218.14630847422,741.69,148.34,333.76,259.59,0,4.6,100.0,15.0,10.5,1,500.0
2017-01-02 20:45:00,33968.548984728,732.69,146.54,329.71,256.44,0,4.6,100.0,12.0,10.5,1,500.0
2017-01-02 21:00:00,33674.0,722.04,144.41,324.92,252.71,0,4.6,100.0,9.0,10.5,1,500.0
2017-01-02 21:15:00,33331.31276447718,709.66,141.93,319.35,248.38,0,4.6,100.0,7.2,10.5,1,500.0
2017-01-02 21:30:00,32942.068356072916,695.6,139.12,313.02,243.46,0,4.6,100.0,5.5,10.5,1,500.0
2017-01-02 21:45:00,32509.039769632196,679.98,136.0,305.99,237.99,0,4.6,100.0,3.8,10.5,1,500.0
2017-01-02 22:00:00,32035.0,662.86,132.57,298.29,232.0,0,4.6,100.0,2.0,6.5,0,500.0
2017-01-02 22:15:00,31524.06283910796,644.4,128.88,289.98,225.54,0,4.6,100.0,1.5,6.5,0,500.0
2017-01-02 22:30:00,30985.705267234138,624.97,124.99,281.24,218.74,0,4.6,100.0,1.0,6.5,0,500.0
2017-01-02 22:45:00,30430.74506174325,604.94,120.99,272.22,211.73,0,4.5,100.0,0.5,6.5,0,500.0
2017-01-02 23:00:00,29870.0,584.69,116.94,263.11,204.64,0,4.5,100.0,0.0,6.5,0,500.0
2017-01-02 23:15:00,29314.060879091012,564.6,112.92,254.07,197.61,0,4.2,99.5,0.0,6.5,0,500.0
2017-01-02 23:30:00,28772.61057499055,545.05,109.01,245.27,190.77,0,4.0,99.0,0.0,6.5,0,500.0
2017-01-02 23:45:00,28255.104983394824,526.37,105.27,236.87,184.23,0,3.8,98.5,0.0,6.5,0,500.0
2017-01-03 00:00:00,27771.0,508.89,101.78,229.0,178.11,0,3.5,98.0,0.0,6.5,0,500.0
2017-01-03 00:15:00,27327.95926952802,492.89,98.58,221.8,172.51,0,3.5,97.8,0.0,6.5,0,500.0
2017-01-03 00:30:00,26926.477432803662,478.4,95.68,215.28,167.44,0,3.5,97.5,0.0,6.5,0,500.0
2017-01-03 00:45:00,26565.256879677483,465.35,93.07,209.41,162.87,0,3.5,97.2,0.0,6.5,0,500.0
2017-01-03 01:00:00,26243.0,453.71,90.74,204.17,158.8,0,3.5,97.0,0.0,6.5,0,500.0
2017-01-03 01:15:00,25958.75829279695,443.45,88.69,199.55,155.21,0,3.4,97.0,0.0,6.5,0,500.0
2017-01-03 01:30:00,25712.979693794805,434.57,86.91,195.56,152.1,0,3.4,97.0,0.0,6.5,0,500.0
2017-01-03 01:45:00,25506.461247895262,427.11,85.42,192.2,149.49,0,3.3,97.0,0.0,6.5,0,500.0
2017-01-03 02:00:00,25340.0,421.1,84.22,189.5,147.38,0,3.2,97.0,0.0,6.5,0,500.0
2017-01-03 02:15:00,25213.32005928421,416.54,83.31,187.44,145.79,0,3.2,97.0,0.0,6.5,0,500.0
2017-01-03 02:30:00,25121.853792017115,413.22,82.64,185.95,144.63,0,3.2,97.0,0.0,6.5,0,500.0
2017-01-03 02:45:00,25059.960628741464,411.0,82.2,184.95,143.85,0,3.1,97.0,0.0,6.5,0,500.0
2017-01-03 03:00:00,25022.0,409.62,81.92,184.33,143.37,0,3.1,97.0,0.0,6.5,0,500.0
2017-01-03 03:15:00,25004.30522006624,408.98,81.8,184.04,143.14,0,3.1,96.8,0.0,6.5,0,500.0
2017-01-03 03:30:00,25011.105138136747,409.23,81.85,184.15,143.23,0,3.2,96.5,0.0,6.5,0,500.0
2017-01-03 03:45:00,25048.602487138887,410.58,82.12,184.76,143.7,0,3.2,96.2,0.0,6.5,0,500.0
2017-01-03 04:00:00,25123.0,413.26,82.65,185.97,144.64,0,3.2,96.0,0.0,6.5,0,500.0
2017-01-03 04:15:00,25240.677810450863,417.51,83.5,187.88,146.13,0,3.3,96.0,0.0,6.5,0,500.0
2017-01-03 04:30:00,25408.725655435912,423.58,84.72,190.61,148.25,0,3.4,96.0,0.0,6.5,0,500.0
2017-01-03 04:45:00,25634.410672703005,431.74,86.35,194.28,151.11,0,3.4,96.0,0.0,6.5,0,500.0
2017-01-03 05:00:00,25925.0,442.23,88.45,199.0,154.78,0,3.5,96.0,0.0,6.5,0,500.0
2017-01-03 05:15:00,26289.217913130324,455.38,91.08,204.92,159.38,0,3.6,96.0,0.0,6.5,0,500.0
2017-01-03 05:30:00,26741.61724011962,471.71,94.34,212.27,165.1,0,3.6,96.0,0.0,6.5,0,500.0
2017-01-03 05:45:00,27298.207947049108,491.8,98.36,221.31,172.13,0,3.7,96.0,0.0,6.5,0,500.0
2017-01-03 06:00:00,27975.0,836.25,103.25,412.31,320.69,1,3.8,96.0,0.0,8.0,0,500.0
2017-01-03 06:15:00,28774.341162027857,545.11,109.02,245.3,190.79,0,3.9,96.0,0.0,8.0,0,500.0
2017-01-03 06:30:00,29643.930384085616,576.51,115.3,259.43,201.78,0,4.0,96.0,0.0,8.0,0,500.0
2017-01-03 06:45:00,30517.80441410057,608.06,121.61,273.63,212.82,0,4.0,96.0,0.0,8.0,0,500.0
2017-01-03 07:00:00,31330.0,637.4,127.48,286.83,223.09,0,4.1,96.0,0.0,8.0,0,500.0
2017-01-03 07:15:00,32025.073688758253,662.49,132.5,298.12,231.87,0,4.2,96.0,0.0,8.0,0,500.0
2017-01-03 07:30:00,32589.66122353791,682.89,136.58,307.3,239.01,0,4.2,96.0,0.0,8.0,0,500.0
2017-01-03 07:45:00,33020.91814654862,698.46,139.69,314.31,244.46,0,4.3,96.0,0.0,8.0,0,500.0
2017-01-03 08:00:00,33316.0,709.11,141.82,319.1,248.19,0,4.4,96.0,0.0,8.0,0,500.0
2017-01-03 08:15:00,33479.84845793913,715.03,143.01,321.76,250.26,0,4.5,95.8,0.0,8.0,0,500.0
2017-01-03 08:30:00,33548.54972176274,717.51,143.5,322.88,251.13,0,4.6,95.5,0.0,8.0,0,500.0
2017-01-03 08:45:00,33565.976124704976,718.14,143.63,323.16,251.35,0,4.6,95.2,0.0,8.0,0,500.0
2017-01-03 09:00:00,33576.0,718.5,143.7,323.32,251.48,0,4.7,95.0,0.0,8.0,0,500.0
